product_slug,product_standard_scope,source_id,source_page,source_title,declared_products,route_kind,route_basis,route_status,value_record_count,declared_metal_species,metal_species,missing_metal_species,product_page_cites_source,evidence_use,action_needed,route_note
infant-formula-powder-non-soy,locked_hmtc_row,collado-lopez2025-heavy-metals-baby-food-formula,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,"infant-formula;baby-cereals-dry-rice-based;baby-cereals-dry-non-rice;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;meat-and-poultry-purees;fish-containing-baby-foods;mixed-meals-rice-containing;mixed-meals-non-rice;teething-and-snacks-rice-based;teething-and-snacks-non-rice",broad_formula_context,"frontmatter:infant-formula;source_link:infant-formula-powder-non-soy",source_on_page_no_structured_value,0,"Pb;Cd;tAs;tHg",,"Pb;Cd;tAs;tHg",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
infant-formula-powder-soy-based,locked_hmtc_row,collado-lopez2025-heavy-metals-baby-food-formula,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,"infant-formula;baby-cereals-dry-rice-based;baby-cereals-dry-non-rice;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;meat-and-poultry-purees;fish-containing-baby-foods;mixed-meals-rice-containing;mixed-meals-non-rice;teething-and-snacks-rice-based;teething-and-snacks-non-rice",broad_formula_context,"frontmatter:infant-formula;source_link:infant-formula-powder-soy-based",source_on_page_no_structured_value,0,"Pb;Cd;tAs;tHg",,"Pb;Cd;tAs;tHg",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
infant-formula-rtf-liquid-non-soy,locked_hmtc_row,collado-lopez2025-heavy-metals-baby-food-formula,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,"infant-formula;baby-cereals-dry-rice-based;baby-cereals-dry-non-rice;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;meat-and-poultry-purees;fish-containing-baby-foods;mixed-meals-rice-containing;mixed-meals-non-rice;teething-and-snacks-rice-based;teething-and-snacks-non-rice",broad_formula_context,"frontmatter:infant-formula;source_link:infant-formula-rtf-liquid-non-soy",source_on_page_no_structured_value,0,"Pb;Cd;tAs;tHg",,"Pb;Cd;tAs;tHg",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
infant-formula-rtf-liquid-soy-based,locked_hmtc_row,collado-lopez2025-heavy-metals-baby-food-formula,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,"infant-formula;baby-cereals-dry-rice-based;baby-cereals-dry-non-rice;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;meat-and-poultry-purees;fish-containing-baby-foods;mixed-meals-rice-containing;mixed-meals-non-rice;teething-and-snacks-rice-based;teething-and-snacks-non-rice",broad_formula_context,"frontmatter:infant-formula;source_link:infant-formula-rtf-liquid-soy-based",source_on_page_no_structured_value,0,"Pb;Cd;tAs;tHg",,"Pb;Cd;tAs;tHg",true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
meat-and-poultry-purees,locked_hmtc_row,collado-lopez2025-heavy-metals-baby-food-formula,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,"infant-formula;baby-cereals-dry-rice-based;baby-cereals-dry-non-rice;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;meat-and-poultry-purees;fish-containing-baby-foods;mixed-meals-rice-containing;mixed-meals-non-rice;teething-and-snacks-rice-based;teething-and-snacks-non-rice",direct_product_frontmatter,frontmatter:meat-and-poultry-purees,source_on_page_no_structured_value,0,"Pb;Cd;tAs;tHg",,"Pb;Cd;tAs;tHg",true,direct_context_pending_extraction,"Extract product-row values if the source table is usable; otherwise document why it remains context only.",Source declares or links this exact locked/context product row.
mixed-meals-non-rice,locked_hmtc_row,collado-lopez2025-heavy-metals-baby-food-formula,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,"infant-formula;baby-cereals-dry-rice-based;baby-cereals-dry-non-rice;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;meat-and-poultry-purees;fish-containing-baby-foods;mixed-meals-rice-containing;mixed-meals-non-rice;teething-and-snacks-rice-based;teething-and-snacks-non-rice",direct_product_frontmatter,"frontmatter:mixed-meals-non-rice;source_link:mixed-meals-non-rice",partial_structured_values_present,1,"Pb;Cd;tAs;tHg",Cd,"Pb;tAs;tHg",true,partial_structured_value_candidate,"Extract missing product-row metals if the source table is usable; otherwise document why they remain context only. Missing declared metals: Pb; tAs; tHg.",Source declares or links this exact locked/context product row.
mixed-meals-rice-containing,locked_hmtc_row,collado-lopez2025-heavy-metals-baby-food-formula,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,"infant-formula;baby-cereals-dry-rice-based;baby-cereals-dry-non-rice;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;meat-and-poultry-purees;fish-containing-baby-foods;mixed-meals-rice-containing;mixed-meals-non-rice;teething-and-snacks-rice-based;teething-and-snacks-non-rice",direct_product_frontmatter,"frontmatter:mixed-meals-rice-containing;source_link:mixed-meals-rice-containing",partial_structured_values_present,3,"Pb;Cd;tAs;tHg","Cd;Pb;tAs",tHg,true,partial_structured_value_candidate,"Extract missing product-row metals if the source table is usable; otherwise document why they remain context only. Missing declared metals: tHg.",Source declares or links this exact locked/context product row.
non-root-vegetable-purees,locked_hmtc_row,collado-lopez2025-heavy-metals-baby-food-formula,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,"infant-formula;baby-cereals-dry-rice-based;baby-cereals-dry-non-rice;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;meat-and-poultry-purees;fish-containing-baby-foods;mixed-meals-rice-containing;mixed-meals-non-rice;teething-and-snacks-rice-based;teething-and-snacks-non-rice",direct_product_frontmatter,frontmatter:non-root-vegetable-purees,source_on_page_no_structured_value,0,"Pb;Cd;tAs;tHg",,"Pb;Cd;tAs;tHg",true,direct_context_pending_extraction,"Extract product-row values if the source table is usable; otherwise document why it remains context only.",Source declares or links this exact locked/context product row.
root-vegetable-purees,locked_hmtc_row,collado-lopez2025-heavy-metals-baby-food-formula,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,"infant-formula;baby-cereals-dry-rice-based;baby-cereals-dry-non-rice;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;meat-and-poultry-purees;fish-containing-baby-foods;mixed-meals-rice-containing;mixed-meals-non-rice;teething-and-snacks-rice-based;teething-and-snacks-non-rice",direct_product_frontmatter,"frontmatter:root-vegetable-purees;source_link:root-vegetable-purees",partial_structured_values_present,1,"Pb;Cd;tAs;tHg",Pb,"Cd;tAs;tHg",true,partial_structured_value_candidate,"Extract missing product-row metals if the source table is usable; otherwise document why they remain context only. Missing declared metals: Cd; tAs; tHg.",Source declares or links this exact locked/context product row.
teething-and-snacks-non-rice,locked_hmtc_row,collado-lopez2025-heavy-metals-baby-food-formula,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,"infant-formula;baby-cereals-dry-rice-based;baby-cereals-dry-non-rice;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;meat-and-poultry-purees;fish-containing-baby-foods;mixed-meals-rice-containing;mixed-meals-non-rice;teething-and-snacks-rice-based;teething-and-snacks-non-rice",direct_product_frontmatter,frontmatter:teething-and-snacks-non-rice,source_on_page_no_structured_value,0,"Pb;Cd;tAs;tHg",,"Pb;Cd;tAs;tHg",true,direct_context_pending_extraction,"Extract product-row values if the source table is usable; otherwise document why it remains context only.",Source declares or links this exact locked/context product row.
teething-and-snacks-rice-based,locked_hmtc_row,collado-lopez2025-heavy-metals-baby-food-formula,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,"infant-formula;baby-cereals-dry-rice-based;baby-cereals-dry-non-rice;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;meat-and-poultry-purees;fish-containing-baby-foods;mixed-meals-rice-containing;mixed-meals-non-rice;teething-and-snacks-rice-based;teething-and-snacks-non-rice",direct_product_frontmatter,"frontmatter:teething-and-snacks-rice-based;source_link:teething-and-snacks-rice-based",partial_structured_values_present,3,"Pb;Cd;tAs;tHg","Cd;Pb;tAs",tHg,true,partial_structured_value_candidate,"Extract missing product-row metals if the source table is usable; otherwise document why they remain context only. Missing declared metals: tHg.",Source declares or links this exact locked/context product row.
infant-formula-powder-non-soy,locked_hmtc_row,dabeka1987-canada-infant-formula-lead-cadmium,wiki/sources/dabeka1987-canada-infant-formula-lead-cadmium.md,"Lead, cadmium, and fluoride levels in market milk and infant formulas in Canada","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based",direct_product_frontmatter,"frontmatter:infant-formula-powder-non-soy;source_link:infant-formula-powder-non-soy",structured_values_present,2,Cd,Cd,,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
infant-formula-powder-soy-based,locked_hmtc_row,dabeka1987-canada-infant-formula-lead-cadmium,wiki/sources/dabeka1987-canada-infant-formula-lead-cadmium.md,"Lead, cadmium, and fluoride levels in market milk and infant formulas in Canada","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based",direct_product_frontmatter,"frontmatter:infant-formula-powder-soy-based;source_link:infant-formula-powder-soy-based",structured_values_present,2,Cd,Cd,,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
infant-formula-rtf-liquid-non-soy,locked_hmtc_row,dabeka1987-canada-infant-formula-lead-cadmium,wiki/sources/dabeka1987-canada-infant-formula-lead-cadmium.md,"Lead, cadmium, and fluoride levels in market milk and infant formulas in Canada","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based",direct_product_frontmatter,"frontmatter:infant-formula-rtf-liquid-non-soy;source_link:infant-formula-rtf-liquid-non-soy",structured_values_present,2,Cd,Cd,,false,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
infant-formula-rtf-liquid-soy-based,locked_hmtc_row,dabeka1987-canada-infant-formula-lead-cadmium,wiki/sources/dabeka1987-canada-infant-formula-lead-cadmium.md,"Lead, cadmium, and fluoride levels in market milk and infant formulas in Canada","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based",direct_product_frontmatter,"frontmatter:infant-formula-rtf-liquid-soy-based;source_link:infant-formula-rtf-liquid-soy-based",structured_values_present,2,Cd,Cd,,false,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
glucose-solutions,bridge_context,dabeka2011-canada-infant-formula-lead-cadmium-aluminum,wiki/sources/dabeka2011-canada-infant-formula-lead-cadmium-aluminum.md,"Lead, cadmium and aluminum in Canadian infant formulae, oral electrolytes and glucose solutions","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based;infant-formula-concentrated-liquid-non-soy;infant-formula-concentrated-liquid-soy-based;oral-electrolyte-solutions;glucose-solutions",direct_product_frontmatter,"frontmatter:glucose-solutions;source_link:glucose-solutions",source_on_page_no_structured_value,0,"Pb;Cd;Al",,"Pb;Cd;Al",true,direct_context_pending_extraction,"Extract product-row values if the source table is usable; otherwise document why it remains context only.",Source declares or links this exact locked/context product row.
infant-formula-concentrated-liquid-non-soy,bridge_context,dabeka2011-canada-infant-formula-lead-cadmium-aluminum,wiki/sources/dabeka2011-canada-infant-formula-lead-cadmium-aluminum.md,"Lead, cadmium and aluminum in Canadian infant formulae, oral electrolytes and glucose solutions","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based;infant-formula-concentrated-liquid-non-soy;infant-formula-concentrated-liquid-soy-based;oral-electrolyte-solutions;glucose-solutions",direct_product_frontmatter,"frontmatter:infant-formula-concentrated-liquid-non-soy;source_link:infant-formula-concentrated-liquid-non-soy",structured_values_present,6,"Pb;Cd;Al","Al;Cd;Pb",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
infant-formula-concentrated-liquid-soy-based,bridge_context,dabeka2011-canada-infant-formula-lead-cadmium-aluminum,wiki/sources/dabeka2011-canada-infant-formula-lead-cadmium-aluminum.md,"Lead, cadmium and aluminum in Canadian infant formulae, oral electrolytes and glucose solutions","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based;infant-formula-concentrated-liquid-non-soy;infant-formula-concentrated-liquid-soy-based;oral-electrolyte-solutions;glucose-solutions",direct_product_frontmatter,"frontmatter:infant-formula-concentrated-liquid-soy-based;source_link:infant-formula-concentrated-liquid-soy-based",structured_values_present,6,"Pb;Cd;Al","Al;Cd;Pb",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
infant-formula-powder-non-soy,locked_hmtc_row,dabeka2011-canada-infant-formula-lead-cadmium-aluminum,wiki/sources/dabeka2011-canada-infant-formula-lead-cadmium-aluminum.md,"Lead, cadmium and aluminum in Canadian infant formulae, oral electrolytes and glucose solutions","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based;infant-formula-concentrated-liquid-non-soy;infant-formula-concentrated-liquid-soy-based;oral-electrolyte-solutions;glucose-solutions",direct_product_frontmatter,"frontmatter:infant-formula-powder-non-soy;source_link:infant-formula-powder-non-soy",structured_values_present,6,"Pb;Cd;Al","Al;Cd;Pb",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
infant-formula-powder-soy-based,locked_hmtc_row,dabeka2011-canada-infant-formula-lead-cadmium-aluminum,wiki/sources/dabeka2011-canada-infant-formula-lead-cadmium-aluminum.md,"Lead, cadmium and aluminum in Canadian infant formulae, oral electrolytes and glucose solutions","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based;infant-formula-concentrated-liquid-non-soy;infant-formula-concentrated-liquid-soy-based;oral-electrolyte-solutions;glucose-solutions",direct_product_frontmatter,"frontmatter:infant-formula-powder-soy-based;source_link:infant-formula-powder-soy-based",structured_values_present,6,"Pb;Cd;Al","Al;Cd;Pb",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
infant-formula-rtf-liquid-non-soy,locked_hmtc_row,dabeka2011-canada-infant-formula-lead-cadmium-aluminum,wiki/sources/dabeka2011-canada-infant-formula-lead-cadmium-aluminum.md,"Lead, cadmium and aluminum in Canadian infant formulae, oral electrolytes and glucose solutions","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based;infant-formula-concentrated-liquid-non-soy;infant-formula-concentrated-liquid-soy-based;oral-electrolyte-solutions;glucose-solutions",direct_product_frontmatter,"frontmatter:infant-formula-rtf-liquid-non-soy;source_link:infant-formula-rtf-liquid-non-soy",structured_values_present,6,"Pb;Cd;Al","Al;Cd;Pb",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
infant-formula-rtf-liquid-soy-based,locked_hmtc_row,dabeka2011-canada-infant-formula-lead-cadmium-aluminum,wiki/sources/dabeka2011-canada-infant-formula-lead-cadmium-aluminum.md,"Lead, cadmium and aluminum in Canadian infant formulae, oral electrolytes and glucose solutions","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based;infant-formula-concentrated-liquid-non-soy;infant-formula-concentrated-liquid-soy-based;oral-electrolyte-solutions;glucose-solutions",direct_product_frontmatter,"frontmatter:infant-formula-rtf-liquid-soy-based;source_link:infant-formula-rtf-liquid-soy-based",structured_values_present,6,"Pb;Cd;Al","Al;Cd;Pb",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
oral-electrolyte-solutions,bridge_context,dabeka2011-canada-infant-formula-lead-cadmium-aluminum,wiki/sources/dabeka2011-canada-infant-formula-lead-cadmium-aluminum.md,"Lead, cadmium and aluminum in Canadian infant formulae, oral electrolytes and glucose solutions","infant-formula-powder-non-soy;infant-formula-powder-soy-based;infant-formula-rtf-liquid-non-soy;infant-formula-rtf-liquid-soy-based;infant-formula-concentrated-liquid-non-soy;infant-formula-concentrated-liquid-soy-based;oral-electrolyte-solutions;glucose-solutions",direct_product_frontmatter,"frontmatter:oral-electrolyte-solutions;source_link:oral-electrolyte-solutions",source_on_page_no_structured_value,0,"Pb;Cd;Al",,"Pb;Cd;Al",true,direct_context_pending_extraction,"Extract product-row values if the source table is usable; otherwise document why it remains context only.",Source declares or links this exact locked/context product row.
plant-milks-rice-based,locked_hmtc_row,damato2026-inorganic-arsenic-rice-based-beverages,wiki/sources/damato2026-inorganic-arsenic-rice-based-beverages.md,Inorganic Arsenic in Rice-Based Beverages: Occurrence in Products Available on the Italian Market and Dietary Exposure Assessment,plant-milks-rice-based,direct_product_frontmatter,"frontmatter:plant-milks-rice-based;source_link:plant-milks-rice-based",structured_values_present,2,"iAs;tAs","iAs;tAs",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
infant-formula-powder-non-soy,locked_hmtc_row,efsa-cadmium-contam-2009,wiki/sources/efsa-cadmium-contam-2009.md,Scientific Opinion of the Panel on Contaminants in the Food Chain on a request from the European Commission on cadmium in food,"chocolate;infant-formula;breast-milk",broad_formula_context,"frontmatter:infant-formula;source_link:infant-formula",source_on_page_no_structured_value,0,Cd,,Cd,true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
infant-formula-powder-soy-based,locked_hmtc_row,efsa-cadmium-contam-2009,wiki/sources/efsa-cadmium-contam-2009.md,Scientific Opinion of the Panel on Contaminants in the Food Chain on a request from the European Commission on cadmium in food,"chocolate;infant-formula;breast-milk",broad_formula_context,"frontmatter:infant-formula;source_link:infant-formula",source_on_page_no_structured_value,0,Cd,,Cd,true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
infant-formula-rtf-liquid-non-soy,locked_hmtc_row,efsa-cadmium-contam-2009,wiki/sources/efsa-cadmium-contam-2009.md,Scientific Opinion of the Panel on Contaminants in the Food Chain on a request from the European Commission on cadmium in food,"chocolate;infant-formula;breast-milk",broad_formula_context,"frontmatter:infant-formula;source_link:infant-formula",source_on_page_no_structured_value,0,Cd,,Cd,true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
infant-formula-rtf-liquid-soy-based,locked_hmtc_row,efsa-cadmium-contam-2009,wiki/sources/efsa-cadmium-contam-2009.md,Scientific Opinion of the Panel on Contaminants in the Food Chain on a request from the European Commission on cadmium in food,"chocolate;infant-formula;breast-milk",broad_formula_context,"frontmatter:infant-formula;source_link:infant-formula",source_on_page_no_structured_value,0,Cd,,Cd,true,broad_context_pending_row_fit,"Keep visible as broad context; extract only if product row fit, basis, species, and statistic type can be resolved.",Source is declared for infant formula broadly and must stay contextual until powder/liquid and soy/non-soy fit are resolved.
fruit-juice-not-canned,locked_hmtc_row,fda2004-juice-haccp-lead,wiki/sources/fda2004-juice-haccp-lead.md,"Juice HACCP Hazards and Controls Guidance, First Edition — Lead in Juice",fruit-juice-not-canned,direct_product_frontmatter,"frontmatter:fruit-juice-not-canned;source_link:fruit-juice-not-canned",missing_direct_product_route,0,Pb,,Pb,false,direct_context_pending_extraction,"Promote this source to the product page, then decide whether structured values can be extracted.",Source declares or links this exact locked/context product row.
fruit-juice-not-canned,locked_hmtc_row,fda2022-draft-lead-juice,wiki/sources/fda2022-draft-lead-juice.md,Draft Guidance for Industry: Action Levels for Lead in Juice,fruit-juice-not-canned,direct_product_frontmatter,"frontmatter:fruit-juice-not-canned;source_link:fruit-juice-not-canned",missing_direct_product_route,0,Pb,,Pb,false,direct_context_pending_extraction,"Promote this source to the product page, then decide whether structured values can be extracted.",Source declares or links this exact locked/context product row.
fruit-juice-not-canned,locked_hmtc_row,fda2022-tds-elements-fy2018-fy2020,wiki/sources/fda2022-tds-elements-fy2018-fy2020.md,FY2018-FY2020 TDS Elements Analytical Results,"fruit-juice-not-canned;fruit-juices-apple-containing;fruit-juices-non-apple",direct_product_frontmatter,frontmatter:fruit-juice-not-canned,structured_values_present,4,"Pb;Cd;tAs;Ni","Cd;Ni;Pb;tAs",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
fruit-juices-apple-containing,locked_hmtc_row,fda2022-tds-elements-fy2018-fy2020,wiki/sources/fda2022-tds-elements-fy2018-fy2020.md,FY2018-FY2020 TDS Elements Analytical Results,"fruit-juice-not-canned;fruit-juices-apple-containing;fruit-juices-non-apple",direct_product_frontmatter,frontmatter:fruit-juices-apple-containing,structured_values_present,2,"Pb;tAs","Pb;tAs",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
fruit-juices-non-apple,locked_hmtc_row,fda2022-tds-elements-fy2018-fy2020,wiki/sources/fda2022-tds-elements-fy2018-fy2020.md,FY2018-FY2020 TDS Elements Analytical Results,"fruit-juice-not-canned;fruit-juices-apple-containing;fruit-juices-non-apple",direct_product_frontmatter,frontmatter:fruit-juices-non-apple,structured_values_present,2,"Pb;tAs","Pb;tAs",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
baby-cereals-dry-non-rice,locked_hmtc_row,fda2024-toxic-elements-baby-food-compliance-2009-2024,wiki/sources/fda2024-toxic-elements-baby-food-compliance-2009-2024.md,"Analytical Results for Arsenic, Lead, Cadmium, and Mercury in Food Intended for Babies and Young Children - TEP (FY2009-FY2024)","baby-cereals-dry-non-rice;baby-cereals-dry-rice-based;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;mixed-meals-non-rice;mixed-meals-rice-containing;teething-and-snacks-rice-based",direct_product_frontmatter,"frontmatter:baby-cereals-dry-non-rice;source_link:baby-cereals-dry-non-rice",structured_values_present,8,"tAs;Pb;Cd;tHg","Cd;Pb;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
baby-cereals-dry-rice-based,locked_hmtc_row,fda2024-toxic-elements-baby-food-compliance-2009-2024,wiki/sources/fda2024-toxic-elements-baby-food-compliance-2009-2024.md,"Analytical Results for Arsenic, Lead, Cadmium, and Mercury in Food Intended for Babies and Young Children - TEP (FY2009-FY2024)","baby-cereals-dry-non-rice;baby-cereals-dry-rice-based;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;mixed-meals-non-rice;mixed-meals-rice-containing;teething-and-snacks-rice-based",direct_product_frontmatter,"frontmatter:baby-cereals-dry-rice-based;source_link:baby-cereals-dry-rice-based",structured_values_present,8,"tAs;Pb;Cd;tHg","Cd;Pb;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
fruit-purees,locked_hmtc_row,fda2024-toxic-elements-baby-food-compliance-2009-2024,wiki/sources/fda2024-toxic-elements-baby-food-compliance-2009-2024.md,"Analytical Results for Arsenic, Lead, Cadmium, and Mercury in Food Intended for Babies and Young Children - TEP (FY2009-FY2024)","baby-cereals-dry-non-rice;baby-cereals-dry-rice-based;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;mixed-meals-non-rice;mixed-meals-rice-containing;teething-and-snacks-rice-based",direct_product_frontmatter,"frontmatter:fruit-purees;source_link:fruit-purees",structured_values_present,8,"tAs;Pb;Cd;tHg","Cd;Pb;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
mixed-meals-non-rice,locked_hmtc_row,fda2024-toxic-elements-baby-food-compliance-2009-2024,wiki/sources/fda2024-toxic-elements-baby-food-compliance-2009-2024.md,"Analytical Results for Arsenic, Lead, Cadmium, and Mercury in Food Intended for Babies and Young Children - TEP (FY2009-FY2024)","baby-cereals-dry-non-rice;baby-cereals-dry-rice-based;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;mixed-meals-non-rice;mixed-meals-rice-containing;teething-and-snacks-rice-based",direct_product_frontmatter,"frontmatter:mixed-meals-non-rice;source_link:mixed-meals-non-rice",structured_values_present,8,"tAs;Pb;Cd;tHg","Cd;Pb;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
mixed-meals-rice-containing,locked_hmtc_row,fda2024-toxic-elements-baby-food-compliance-2009-2024,wiki/sources/fda2024-toxic-elements-baby-food-compliance-2009-2024.md,"Analytical Results for Arsenic, Lead, Cadmium, and Mercury in Food Intended for Babies and Young Children - TEP (FY2009-FY2024)","baby-cereals-dry-non-rice;baby-cereals-dry-rice-based;fruit-purees;non-root-vegetable-purees;root-vegetable-purees;mixed-meals-non-rice;mixed-meals-rice-containing;teething-and-snacks-rice-based",direct_product_frontmatter,"frontmatter:mixed-meals-rice-containing;source_link:mixed-meals-rice-containing",structured_values_present,8,"tAs;Pb;Cd;tHg","Cd;Pb;tAs;tHg",,true,structured_value_candidate,"Review row fit, basis, censoring, and inclusion before standards calculation use.",Source declares or links this exact locked/context product row.
